card_id,total_transactions,fraud_transactions,avg_amount,max_amount,last_tx_ts,fraud_rate,is_risky
card_0000,142,1,90.44077464788732,2407.72,2013-01-02 23:40:40+00:00,0.007042253521126761,1
card_0001,142,0,80.34978873239437,1236.98,2013-01-02 23:58:48+00:00,0.0,0
card_0002,142,0,88.0381690140845,1199.0,2013-01-02 22:52:51+00:00,0.0,0
card_0003,142,0,113.78704225352112,3684.62,2013-01-02 23:56:44+00:00,0.0,0
card_0004,142,0,78.2125352112676,1931.15,2013-01-02 23:42:11+00:00,0.0,0
card_0005,142,0,71.45183098591549,666.46,2013-01-02 23:28:59+00:00,0.0,0
card_0006,142,0,89.46471830985915,1117.84,2013-01-02 23:11:40+00:00,0.0,0
card_0007,142,0,76.10232394366197,713.1,2013-01-02 23:23:06+00:00,0.0,0
card_0008,142,0,103.84260563380282,3180.0,2013-01-02 23:56:45+00:00,0.0,0
card_0009,142,0,100.84556338028169,1948.52,2013-01-02 22:48:07+00:00,0.0,0
card_0010,142,0,96.26387323943662,1525.0,2013-01-02 22:36:29+00:00,0.0,0
card_0011,142,0,95.07866197183098,2028.99,2013-01-02 23:10:45+00:00,0.0,0
card_0012,142,1,65.50035211267605,1073.52,2013-01-02 23:36:34+00:00,0.007042253521126761,1
card_0013,142,0,99.64035211267606,1645.46,2013-01-02 23:47:11+00:00,0.0,0
card_0014,142,0,92.05028169014084,1714.96,2013-01-02 23:23:52+00:00,0.0,0
card_0015,142,1,73.15042253521128,1327.17,2013-01-02 23:49:20+00:00,0.007042253521126761,1
card_0016,142,0,84.92478873239436,1210.95,2013-01-02 23:49:20+00:00,0.0,0
card_0017,142,0,64.37760563380282,836.0,2013-01-02 23:42:17+00:00,0.0,0
card_0018,142,0,91.27866197183099,3000.0,2013-01-02 23:50:41+00:00,0.0,0
card_0019,142,0,76.23394366197182,817.95,2013-01-02 23:30:42+00:00,0.0,0
card_0020,142,0,80.70894366197183,2701.93,2013-01-02 23:18:41+00:00,0.0,0
card_0021,142,0,152.79999999999998,3159.0,2013-01-02 23:45:56+00:00,0.0,0
card_0022,142,0,96.19091549295776,1916.0,2013-01-02 23:55:54+00:00,0.0,0
card_0023,142,0,105.7000704225352,2958.31,2013-01-02 23:50:13+00:00,0.0,0
card_0024,142,0,87.78274647887324,1200.0,2013-01-02 23:50:55+00:00,0.0,0
card_0025,142,0,157.52443661971833,7429.15,2013-01-02 23:28:12+00:00,0.0,0
card_0026,142,0,80.07140845070423,2257.08,2013-01-02 23:11:52+00:00,0.0,0
card_0027,142,0,66.87683098591549,1829.71,2013-01-02 23:35:48+00:00,0.0,0
card_0028,142,0,82.99042253521127,1398.0,2013-01-02 23:32:17+00:00,0.0,0
card_0029,142,1,79.24577464788732,956.97,2013-01-02 23:30:16+00:00,0.007042253521126761,1
card_0030,142,0,68.01161971830986,1420.0,2013-01-02 23:48:21+00:00,0.0,0
card_0031,142,1,90.21492957746479,1316.66,2013-01-02 22:45:55+00:00,0.007042253521126761,1
card_0032,142,1,91.72760563380281,2363.1,2013-01-02 23:28:51+00:00,0.007042253521126761,1
card_0033,142,0,72.6842957746479,767.94,2013-01-02 23:30:04+00:00,0.0,0
card_0034,142,0,85.59338028169014,2903.86,2013-01-02 23:42:19+00:00,0.0,0
card_0035,142,1,115.4730985915493,4012.24,2013-01-02 22:28:16+00:00,0.007042253521126761,1
card_0036,142,0,81.17823943661972,1280.0,2013-01-02 23:38:59+00:00,0.0,0
card_0037,142,0,82.77908450704224,1299.0,2013-01-02 23:52:22+00:00,0.0,0
card_0038,142,0,81.04119718309859,1663.1,2013-01-02 23:34:39+00:00,0.0,0
card_0039,142,0,81.64204225352113,1636.92,2013-01-02 23:44:13+00:00,0.0,0
card_0040,142,0,98.3337323943662,1413.35,2013-01-02 23:13:00+00:00,0.0,0
card_0041,142,0,67.3193661971831,1262.0,2013-01-02 22:40:42+00:00,0.0,0
card_0042,142,0,46.94929577464789,681.96,2013-01-02 23:20:35+00:00,0.0,0
card_0043,142,0,75.43070422535212,1713.11,2013-01-02 23:13:52+00:00,0.0,0
card_0044,142,0,109.00992957746479,2700.0,2013-01-02 23:54:15+00:00,0.0,0
card_0045,142,0,92.47077464788732,2084.8,2013-01-02 23:50:56+00:00,0.0,0
card_0046,142,0,69.55598591549297,1272.4,2013-01-02 23:59:37+00:00,0.0,0
card_0047,142,0,80.51,1537.44,2013-01-02 23:45:56+00:00,0.0,0
card_0048,142,0,90.0719014084507,1875.48,2013-01-02 23:45:56+00:00,0.0,0
card_0049,142,0,84.54725352112676,1967.24,2013-01-02 23:51:07+00:00,0.0,0
card_0050,142,0,89.27718309859155,1420.43,2013-01-02 23:59:28+00:00,0.0,0
card_0051,142,0,80.17514084507042,960.74,2013-01-02 22:43:14+00:00,0.0,0
card_0052,142,0,93.69978873239437,1883.15,2013-01-02 23:58:37+00:00,0.0,0
card_0053,142,0,112.50035211267605,1729.79,2013-01-02 23:41:03+00:00,0.0,0
card_0054,142,1,76.18669014084507,2126.0,2013-01-02 23:40:05+00:00,0.007042253521126761,1
card_0055,142,0,100.27640845070422,4956.31,2013-01-02 23:52:20+00:00,0.0,0
card_0056,142,0,131.82528169014083,4959.85,2013-01-02 23:34:59+00:00,0.0,0
card_0057,142,0,67.23330985915493,966.91,2013-01-02 23:30:37+00:00,0.0,0
card_0058,142,1,90.67640845070422,1930.0,2013-01-02 23:20:59+00:00,0.007042253521126761,1
card_0059,142,1,87.11091549295774,1029.2,2013-01-02 23:56:45+00:00,0.007042253521126761,1
card_0060,142,0,65.26887323943662,700.0,2013-01-02 23:48:52+00:00,0.0,0
card_0061,142,0,81.52169014084507,1020.0,2013-01-02 23:56:15+00:00,0.0,0
card_0062,142,0,118.92964788732394,3050.69,2013-01-02 23:21:21+00:00,0.0,0
card_0063,142,0,91.19633802816901,1425.0,2013-01-02 23:50:42+00:00,0.0,0
card_0064,142,2,91.87683098591548,2229.97,2013-01-02 23:56:29+00:00,0.014084507042253521,1
card_0065,142,1,92.47352112676056,1628.66,2013-01-02 23:51:59+00:00,0.007042253521126761,1
card_0066,142,1,130.90697183098592,1628.8,2013-01-02 21:25:55+00:00,0.007042253521126761,1
card_0067,142,0,73.12394366197184,999.04,2013-01-02 23:49:26+00:00,0.0,0
card_0068,142,0,75.21767605633802,2043.44,2013-01-02 23:05:09+00:00,0.0,0
card_0069,142,0,79.06795774647887,1225.1,2013-01-02 23:20:17+00:00,0.0,0
card_0070,142,0,88.56387323943662,1309.2,2013-01-02 23:59:38+00:00,0.0,0
card_0071,142,0,71.03408450704225,625.0,2013-01-02 22:56:42+00:00,0.0,0
card_0072,142,1,74.62260563380282,1130.0,2013-01-02 23:33:32+00:00,0.007042253521126761,1
card_0073,142,0,81.72598591549296,864.2,2013-01-02 23:50:42+00:00,0.0,0
card_0074,142,0,87.10387323943662,1126.96,2013-01-02 23:07:33+00:00,0.0,0
card_0075,142,0,97.81521126760563,2140.74,2013-01-02 23:16:45+00:00,0.0,0
card_0076,142,0,90.1580985915493,4833.0,2013-01-02 23:47:42+00:00,0.0,0
card_0077,142,0,51.09169014084507,602.0,2013-01-02 23:58:11+00:00,0.0,0
card_0078,142,0,84.06683098591549,2333.18,2013-01-02 23:47:30+00:00,0.0,0
card_0079,142,0,66.14774647887323,478.0,2013-01-02 23:40:04+00:00,0.0,0
card_0080,142,0,53.1493661971831,572.05,2013-01-02 23:52:59+00:00,0.0,0
card_0081,142,0,94.34598591549295,1246.0,2013-01-02 23:56:32+00:00,0.0,0
card_0082,142,1,69.16929577464788,899.8,2013-01-02 23:33:19+00:00,0.007042253521126761,1
card_0083,142,0,66.76295774647888,736.98,2013-01-02 23:50:27+00:00,0.0,0
card_0084,142,0,69.4481690140845,1500.0,2013-01-02 23:38:36+00:00,0.0,0
card_0085,142,0,92.64281690140845,840.0,2013-01-02 23:18:21+00:00,0.0,0
card_0086,142,0,82.18352112676055,1599.52,2013-01-02 23:39:30+00:00,0.0,0
card_0087,142,1,118.69901408450706,1730.0,2013-01-02 23:29:10+00:00,0.007042253521126761,1
card_0088,142,0,79.74197183098592,971.48,2013-01-02 23:20:22+00:00,0.0,0
card_0089,142,0,79.9337323943662,1331.37,2013-01-02 22:38:50+00:00,0.0,0
card_0090,142,0,97.00183098591549,2205.65,2013-01-02 23:44:18+00:00,0.0,0
card_0091,142,0,97.31394366197183,1175.63,2013-01-02 23:47:33+00:00,0.0,0
card_0092,142,0,105.47366197183099,1143.84,2013-01-02 23:53:26+00:00,0.0,0
card_0093,142,0,84.93091549295775,2930.7,2013-01-02 23:39:48+00:00,0.0,0
card_0094,142,0,65.71218309859154,863.18,2013-01-02 23:23:57+00:00,0.0,0
card_0095,142,0,117.31,3097.98,2013-01-02 23:52:54+00:00,0.0,0
card_0096,142,0,62.65183098591549,980.0,2013-01-02 23:57:39+00:00,0.0,0
card_0097,142,0,100.69584507042254,2078.08,2013-01-02 23:53:34+00:00,0.0,0
card_0098,142,0,118.3488028169014,2071.0,2013-01-02 23:43:23+00:00,0.0,0
card_0099,142,0,94.15457746478874,1357.85,2013-01-02 23:19:28+00:00,0.0,0
card_0100,142,0,97.51542253521127,1919.14,2013-01-02 23:06:32+00:00,0.0,0
card_0101,142,1,118.67169014084507,4651.39,2013-01-02 23:49:34+00:00,0.007042253521126761,1
card_0102,142,0,124.268661971831,2202.0,2013-01-02 23:53:50+00:00,0.0,0
card_0103,142,0,60.022887323943664,650.0,2013-01-02 22:44:56+00:00,0.0,0
card_0104,142,2,68.8968309859155,1027.15,2013-01-02 23:53:17+00:00,0.014084507042253521,1
card_0105,142,2,74.20711267605634,1128.2,2013-01-02 23:24:36+00:00,0.014084507042253521,1
card_0106,142,0,84.59732394366198,1831.8,2013-01-02 23:53:34+00:00,0.0,0
card_0107,142,0,77.79880281690141,1130.65,2013-01-02 23:58:21+00:00,0.0,0
card_0108,142,0,130.02323943661972,3500.0,2013-01-02 23:42:23+00:00,0.0,0
card_0109,142,1,88.03387323943662,1855.66,2013-01-02 23:53:31+00:00,0.007042253521126761,1
card_0110,142,0,98.50732394366196,1932.8,2013-01-02 23:41:42+00:00,0.0,0
card_0111,142,1,73.55478873239437,1167.0,2013-01-02 23:27:35+00:00,0.007042253521126761,1
card_0112,142,0,82.00880281690141,3510.95,2013-01-02 23:53:20+00:00,0.0,0
card_0113,142,0,99.3743661971831,1395.0,2013-01-02 23:19:16+00:00,0.0,0
card_0114,142,0,66.53176056338029,1851.32,2013-01-02 23:07:42+00:00,0.0,0
card_0115,142,0,79.81316901408451,837.04,2013-01-02 23:42:28+00:00,0.0,0
card_0116,142,0,113.22436619718309,2476.23,2013-01-02 23:59:34+00:00,0.0,0
card_0117,142,0,52.40514084507042,353.65,2013-01-02 22:55:50+00:00,0.0,0
card_0118,142,0,83.83457746478874,3552.96,2013-01-02 23:01:53+00:00,0.0,0
card_0119,142,0,59.63415492957746,744.38,2013-01-02 23:58:46+00:00,0.0,0
card_0120,142,0,58.640563380281684,764.47,2013-01-02 23:58:07+00:00,0.0,0
card_0121,142,0,59.766760563380274,1295.0,2013-01-02 23:37:53+00:00,0.0,0
card_0122,142,0,77.39760563380281,967.24,2013-01-02 22:53:53+00:00,0.0,0
card_0123,142,1,94.37929577464789,1544.68,2013-01-02 23:49:43+00:00,0.007042253521126761,1
card_0124,142,0,135.9982394366197,2868.89,2013-01-02 23:13:37+00:00,0.0,0
card_0125,142,0,119.04140845070424,3449.97,2013-01-02 23:59:14+00:00,0.0,0
card_0126,142,2,89.83429577464788,1404.75,2013-01-02 23:45:17+00:00,0.014084507042253521,1
card_0127,142,2,138.861338028169,5446.07,2013-01-02 23:54:58+00:00,0.014084507042253521,1
card_0128,142,0,102.14845070422535,2015.66,2013-01-02 23:50:55+00:00,0.0,0
card_0129,142,0,99.15795774647887,1571.0,2013-01-02 23:53:28+00:00,0.0,0
